@RELATION regressao-ptbr-treino-entailment
@ATTRIBUTE tfidf REAL
@ATTRIBUTE word2vec REAL
@ATTRIBUTE binario REAL
@ATTRIBUTE tamanho REAL
@ATTRIBUTE class {Neutral, Entailment, Paraphrase}

@DATA

2.620225629243921 , 3.52 , 0.0 , 0.875 , Neutral
3.33759306245791 , 3.52 , 0.09 , 1.0 , Neutral
3.0401785488128126 , 4.24 , 0.5 , 0.8 , Neutral
1.7692497359084303 , 3.64 , 0.17 , 0.6666666666666666 , Neutral
1.8063989649196222 , 3.28 , 0.11 , 0.6 , Neutral
2.523943603441097 , 3.84 , 0.33 , 0.9411764705882353 , Neutral
2.4146924516981283 , 3.6 , 0.0 , 0.8888888888888888 , Neutral
2.349043192465081 , 3.32 , -0.17 , 0.9230769230769231 , Neutral
2.3787016934291847 , 3.12 , -0.2 , 0.7272727272727273 , Neutral
2.4511589091026194 , 3.6 , 0.3 , 1.0 , Paraphrase
3.192161535260483 , 3.84 , 0.43 , 0.7777777777777778 , Entailment
3.1876054824406737 , 3.76 , 0.16 , 1.0 , Neutral
3.5818395766801046 , 4.2 , 0.38 , 0.7857142857142857 , Entailment
2.3772152955963475 , 3.36 , 0.09 , 0.7857142857142857 , Neutral
3.5312783277941837 , 4.64 , 0.71 , 0.5 , Neutral
2.014692311670813 , 3.4 , 0.2 , 0.9230769230769231 , Neutral
1.996023601670868 , 3.12 , 0.14 , 0.7777777777777778 , Neutral
1.689148123967065 , 3.4 , -0.11 , 0.75 , Neutral
2.310920267334682 , 3.0 , -0.27 , 0.7333333333333333 , Neutral
3.5725926493339566 , 4.04 , 0.38 , 0.6842105263157895 , Entailment
2.8985744719471014 , 3.4 , 0.2 , 0.9333333333333333 , Neutral
2.0724018262718724 , 3.36 , 0.0 , 0.631578947368421 , Neutral
2.9663053926380396 , 3.68 , 0.2 , 0.9375 , Neutral
2.7367185540384575 , 3.72 , 0.11 , 0.6 , Neutral
2.5340136352389386 , 3.6 , 0.14 , 0.8571428571428571 , Neutral
2.97341731029969 , 3.96 , 0.25 , 0.9411764705882353 , Neutral
2.2650758892152005 , 4.2 , 0.2 , 0.625 , Neutral
2.5795022448155516 , 3.44 , 0.17 , 0.7692307692307693 , Neutral
2.942278187610391 , 4.28 , 0.2 , 0.8823529411764706 , Paraphrase
3.0785266765459034 , 3.76 , 0.2 , 0.9375 , Entailment
3.9191608843409784 , 4.52 , 0.6 , 0.7692307692307693 , Entailment
2.840920985711782 , 3.6 , 0.27 , 0.7857142857142857 , Neutral
1.9186950519824046 , 3.48 , 0.09 , 0.8461538461538461 , Neutral
2.450832938895621 , 3.6 , 0.25 , 1.0 , Neutral
4.5997271853743165 , 4.6 , 0.78 , 0.8181818181818182 , Entailment
2.842583676809642 , 3.64 , 0.19 , 0.8888888888888888 , Neutral
3.3404703858406526 , 4.16 , 0.64 , 0.6111111111111112 , Entailment
2.8883856488350896 , 3.84 , -0.14 , 0.6363636363636364 , Neutral
3.234457715434774 , 4.04 , 0.56 , 0.9 , Entailment
2.5490339206451846 , 3.92 , 0.38 , 0.7222222222222222 , Neutral
3.2015622168662072 , 3.84 , 0.4 , 0.9090909090909091 , Neutral
2.457831662098026 , 3.56 , 0.25 , 0.8888888888888888 , Neutral
2.2354453227428106 , 3.56 , 0.0 , 0.9333333333333333 , Neutral
3.555361330608186 , 4.76 , 0.78 , 0.6923076923076923 , Entailment
4.107949833926467 , 4.6 , 0.85 , 0.7647058823529411 , Entailment
2.7549159146795095 , 4.0 , 0.25 , 0.7272727272727273 , Neutral
3.5381497901742316 , 4.0 , 0.4 , 0.8333333333333334 , Paraphrase
2.840293505105315 , 3.8 , 0.38 , 1.0 , Entailment
2.5662204977772998 , 3.64 , 0.2 , 0.7692307692307693 , Neutral
2.6652426721627087 , 3.64 , 0.27 , 0.7333333333333333 , Neutral
2.865757582777151 , 3.76 , 0.25 , 0.8888888888888888 , Neutral
2.5286922170881927 , 3.76 , 0.14 , 0.8571428571428571 , Neutral
2.211143089682798 , 3.4 , 0.08 , 0.8666666666666667 , Neutral
2.6244528026520983 , 3.64 , 0.38 , 0.7333333333333333 , Neutral
2.463742720774131 , 3.84 , 0.38 , 0.9230769230769231 , Neutral
3.243828698361347 , 4.08 , 0.5 , 0.8888888888888888 , Neutral
3.218165839306961 , 4.28 , 0.57 , 0.7058823529411765 , Neutral
3.195070250820333 , 4.04 , 0.33 , 1.0 , Entailment
2.2491289486579022 , 3.52 , 0.07 , 0.9375 , Entailment
