@RELATION regressao-ptbr-teste-entailment
@ATTRIBUTE tfidf REAL
@ATTRIBUTE word2vec REAL
@ATTRIBUTE binario REAL
@ATTRIBUTE tamanho REAL
@ATTRIBUTE class {Neutral, Entailment, Paraphrase}

@DATA

3.172261768507266 , 3.64 , 0.33 , 0.9166666666666666 , Neutral
3.376426367712992 , 4.24 , 0.33 , 0.5294117647058824 , Entailment
2.408813089291513 , 3.92 , 0.43 , 0.7777777777777778 , Neutral
1.658312476390841 , 3.08 , -0.08 , 1.0 , Neutral
1.9999007177317158 , 3.88 , 0.07 , 0.8333333333333334 , Entailment
2.773576257436046 , 3.56 , -0.08 , 0.8461538461538461 , Neutral
3.9083955783990354 , 4.64 , 0.71 , 0.875 , Entailment
1.600897940186615 , 3.16 , 0.11 , 0.6428571428571429 , Neutral
2.0472339090692575 , 3.52 , -0.12 , 0.9411764705882353 , Neutral
2.2283250443942393 , 3.28 , 0.11 , 0.6428571428571429 , Neutral
1.46275604994511 , 3.56 , 0.0 , 0.8333333333333334 , Neutral
2.8501788718565733 , 4.2 , 0.17 , 0.631578947368421 , Entailment
4.165512749720044 , 4.28 , 0.7 , 0.9473684210526315 , Entailment
1.0 , 2.32 , -0.5 , 0.2857142857142857 , Neutral
1.7388372877292788 , 3.44 , 0.0 , 0.8571428571428571 , Neutral
2.429805535493533 , 3.68 , 0.33 , 0.75 , Neutral
2.925332546412519 , 4.04 , 0.45 , 0.55 , Neutral
2.5082922384874373 , 3.6 , 0.23 , 0.7647058823529411 , Neutral
2.4756110322017455 , 3.28 , 0.2 , 0.8333333333333334 , Neutral
2.798142261182237 , 4.16 , 0.2 , 0.6666666666666666 , Entailment
2.118876503530873 , 3.96 , 0.24 , 0.7142857142857143 , Neutral
2.9621580558248946 , 4.08 , 0.54 , 0.7222222222222222 , Neutral
3.330479976941519 , 3.8 , 0.29 , 0.8235294117647058 , Neutral
2.1778745320398585 , 3.68 , 0.2 , 0.6153846153846154 , Neutral
2.034375493801038 , 3.08 , -0.14 , 0.7 , Neutral
3.6691577112322844 , 4.2 , 0.65 , 0.85 , Entailment
2.0846507277546875 , 2.96 , 0.14 , 0.6666666666666666 , Neutral
3.0136061965091043 , 3.96 , 0.45 , 0.6111111111111112 , Entailment
2.565528690788981 , 3.72 , 0.22 , 0.5294117647058824 , Neutral
2.3134406179530496 , 3.64 , 0.23 , 0.8125 , Neutral
3.412527810899653 , 4.04 , 0.5 , 0.875 , Neutral
3.480724192309556 , 4.36 , 0.5 , 1.0 , Paraphrase
3.296086594985176 , 3.88 , 0.25 , 0.6666666666666666 , Paraphrase
2.513782367803784 , 3.92 , 0.11 , 0.75 , Paraphrase
2.681282555009787 , 3.64 , 0.25 , 0.9411764705882353 , Neutral
2.65997771895099 , 4.4 , 0.6 , 0.7058823529411765 , Neutral
2.609615367734056 , 3.64 , 0.18 , 0.9411764705882353 , Neutral
2.1844925325262174 , 2.92 , 0.06 , 0.8125 , Neutral
2.240419943838072 , 3.24 , 0.14 , 0.7777777777777778 , Neutral
2.4605100484520372 , 3.84 , 0.2 , 0.5882352941176471 , Neutral
2.206922697979615 , 3.32 , 0.0 , 0.8 , Neutral
3.4441072540996878 , 3.92 , 0.5 , 0.8571428571428571 , Paraphrase
3.9693537067864244 , 4.16 , 0.65 , 0.9444444444444444 , Entailment
1.7410660952751318 , 3.56 , 0.11 , 0.6923076923076923 , Neutral
3.1530522590798333 , 4.16 , 0.33 , 0.9285714285714286 , Neutral
2.3269329421619624 , 3.8 , 0.11 , 1.0 , Neutral
2.1623403566352217 , 3.84 , 0.4 , 0.625 , Entailment
1.9929716710891994 , 3.32 , 0.0 , 0.6666666666666666 , Neutral
2.8893795246914955 , 3.64 , 0.27 , 0.9166666666666666 , Neutral
1.6268204595047113 , 3.36 , 0.14 , 1.0 , Neutral
2.5598152757462884 , 3.52 , 0.09 , 0.9166666666666666 , Neutral
2.769810730091513 , 3.8 , 0.2 , 0.6842105263157895 , Neutral
2.1809339675489645 , 3.8 , 0.11 , 0.5 , Neutral
2.0181003488641194 , 3.4 , -0.11 , 0.75 , Neutral
2.372034435719289 , 3.4 , 0.33 , 0.8823529411764706 , Neutral
2.90588903151047 , 3.68 , 0.17 , 0.75 , Neutral
2.0724966354308783 , 3.32 , 0.2 , 1.0 , Neutral
3.0135202936880643 , 3.8 , 0.0 , 1.0 , Neutral
2.9018191348566655 , 3.84 , 0.43 , 0.875 , Neutral
1.8376805561437695 , 3.36 , 0.23 , 0.8666666666666667 , Neutral
1.7775175420520943 , 3.84 , 0.17 , 0.8571428571428571 , Neutral
4.291844621528826 , 4.76 , 0.86 , 0.7368421052631579 , Entailment
3.7544945620094268 , 4.36 , 0.67 , 0.75 , Entailment
2.6309625072799827 , 3.32 , 0.23 , 0.8666666666666667 , Neutral
2.6756852396989865 , 3.36 , 0.0 , 0.5555555555555556 , Neutral
4.141173359990113 , 4.72 , 0.86 , 0.6666666666666666 , Entailment
3.595086473158097 , 3.96 , 0.5 , 0.8 , Entailment
1.8645550040443664 , 3.76 , 0.27 , 0.6875 , Neutral
2.1286850978890226 , 3.16 , 0.27 , 1.0 , Neutral
3.4120923764306403 , 4.16 , 0.57 , 0.7777777777777778 , Neutral
1.7205901059164617 , 2.92 , 0.0 , 0.6428571428571429 , Neutral
3.4887337089465382 , 4.4 , 0.6 , 0.9375 , Entailment
3.8634894816291894 , 4.4 , 0.56 , 0.9473684210526315 , Paraphrase
1.2469558121169217 , 3.08 , -0.09 , 0.6111111111111112 , Neutral
2.594516116011864 , 3.72 , 0.0 , 0.875 , Neutral
2.2229596496778656 , 4.04 , 0.23 , 0.6190476190476191 , Neutral
2.5684743220710953 , 3.44 , 0.29 , 0.875 , Neutral
1.527016638673818 , 3.32 , 0.0 , 0.5833333333333334 , Neutral
3.7275716157655716 , 4.0 , 0.54 , 0.8666666666666667 , Entailment
3.3278277459953296 , 3.92 , 0.43 , 0.9333333333333333 , Neutral
